,Filename,TTR,WordCount,UniqueWords,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,SYM,FW,WP$,Segment_x,WC_x,Analytic_x,Clout_x,Authentic_x,Tone_x,WPS_x,Sixltr_x,Dic_x,function_x,pronoun_x,ppron_x,i_x,we_x,you_x,shehe_x,they_x,ipron_x,article_x,prep_x,auxverb_x,adverb_x,conj_x,negate_x,verb_x,adj_x,compare_x,interrog_x,number_x,quant_x,affect_x,posemo_x,negemo_x,anx_x,anger_x,sad_x,social_x,family_x,friend_x,female_x,male_x,cogproc_x,insight_x,cause_x,discrep_x,tentat_x,certain_x,differ_x,percept_x,see_x,hear_x,feel_x,bio_x,body_x,health_x,sexual_x,ingest_x,drives_x,affiliation_x,achieve_x,power_x,reward_x,risk_x,focuspast_x,focuspresent_x,focusfuture_x,relativ_x,motion_x,space_x,time_x,work_x,leisure_x,home_x,money_x,relig_x,death_x,informal_x,swear_x,netspeak_x,assent_x,nonflu_x,filler_x,AllPunc_x,Period_x,Comma_x,Colon_x,SemiC_x,QMark_x,Exclam_x,Dash_x,Quote_x,Apostro_x,Parenth_x,OtherP_x,Segment_y,WC_y,Analytic_y,Clout_y,Authentic_y,Tone_y,WPS_y,Sixltr_y,Dic_y,function_y,pronoun_y,ppron_y,i_y,we_y,you_y,shehe_y,they_y,ipron_y,article_y,prep_y,auxverb_y,adverb_y,conj_y,negate_y,verb_y,adj_y,compare_y,interrog_y,number_y,quant_y,affect_y,posemo_y,negemo_y,anx_y,anger_y,sad_y,social_y,family_y,friend_y,female_y,male_y,cogproc_y,insight_y,cause_y,discrep_y,tentat_y,certain_y,differ_y,percept_y,see_y,hear_y,feel_y,bio_y,body_y,health_y,sexual_y,ingest_y,drives_y,affiliation_y,achieve_y,power_y,reward_y,risk_y,focuspast_y,focuspresent_y,focusfuture_y,relativ_y,motion_y,space_y,time_y,work_y,leisure_y,home_y,money_y,relig_y,death_y,informal_y,swear_y,netspeak_y,assent_y,nonflu_y,filler_y,AllPunc_y,Period_y,Comma_y,Colon_y,SemiC_y,QMark_y,Exclam_y,Dash_y,Quote_y,Apostro_y,Parenth_y,OtherP_y
13,Bush - Speech105 - Edited.txt,0.22883769091379758,3863.0,884.0,16.61685823754789,21.0,16.0,158.0,0.0,8.0,211.0,261.0,30.0,182.0,18.0,398.0,24.0,382.0,196.0,7.0,6.0,82.0,396.0,116.0,4.0,159.0,3.0,8.0,389.0,34.0,294.0,6.0,0.0,17.0,141.0,7.0,271.0,43.0,70.0,85.0,265.0,139.0,22.0,31.0,22.0,8.0,0.0,0.0,2.0,1,3635,35.83,56.67,63.22,67.37,13.87,15.9,90.98,58.79,18.29,10.29,5.64,2.01,1.05,0.61,0.99,8.01,6.6,13.12,11.53,5.78,7.92,2.23,21.98,3.05,1.62,1.76,0.66,2.75,5.17,3.69,1.49,0.11,0.58,0.25,9.27,0.08,0.08,0.0,0.83,13.12,3.58,1.62,1.4,2.97,2.01,2.78,2.45,1.02,0.99,0.39,0.25,0.11,0.14,0.0,0.0,9.96,2.92,1.79,3.74,2.28,0.36,3.03,16.73,2.67,13.04,2.92,7.1,3.88,3.58,0.28,0.19,1.07,0.08,0.08,0.85,0.0,0.03,0.39,0.41,0.0,20.11,6.96,5.8,0.06,0.08,0.33,0.0,1.07,0.44,5.2,0.0,0.17,1,3635,35.83,56.67,63.22,67.37,13.87,15.9,90.98,58.79,18.29,10.29,5.64,2.01,1.05,0.61,0.99,8.01,6.6,13.12,11.53,5.78,7.92,2.23,21.98,3.05,1.62,1.76,0.66,2.75,5.17,3.69,1.49,0.11,0.58,0.25,9.27,0.08,0.08,0.0,0.83,13.12,3.58,1.62,1.4,2.97,2.01,2.78,2.45,1.02,0.99,0.39,0.25,0.11,0.14,0.0,0.0,9.96,2.92,1.79,3.74,2.28,0.36,3.03,16.73,2.67,13.04,2.92,7.1,3.88,3.58,0.28,0.19,1.07,0.08,0.08,0.85,0.0,0.03,0.39,0.41,0.0,20.11,6.96,5.8,0.06,0.08,0.33,0.0,1.07,0.44,5.2,0.0,0.17
14,Bush - Speech85 - Edited.txt,0.601593625498008,251.0,151.0,17.4375,0.0,2.0,6.0,0.0,0.0,12.0,16.0,4.0,10.0,6.0,30.0,1.0,30.0,15.0,0.0,2.0,5.0,21.0,12.0,1.0,10.0,1.0,0.0,24.0,2.0,7.0,0.0,0.0,3.0,11.0,1.0,14.0,3.0,5.0,4.0,12.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,237,67.06,70.85,47.83,49.32,14.81,14.35,88.19,58.65,17.72,8.44,4.22,2.95,0.42,0.42,0.42,9.28,8.02,16.88,11.81,4.22,5.91,0.0,19.41,2.53,1.69,1.27,2.95,2.95,6.33,3.8,2.53,0.0,0.42,0.42,9.7,0.0,0.42,0.0,0.84,14.35,2.95,0.42,2.11,5.49,2.11,3.38,1.69,0.0,0.84,0.42,1.27,0.84,0.0,0.0,0.42,10.97,3.8,3.38,3.8,1.69,1.69,2.11,14.35,1.69,12.66,1.69,6.33,4.64,2.53,0.0,0.42,0.84,0.0,0.0,0.84,0.0,0.0,0.0,0.84,0.0,18.57,6.75,5.06,0.0,0.42,0.42,0.0,1.69,0.0,4.22,0.0,0.0,1,237,67.06,70.85,47.83,49.32,14.81,14.35,88.19,58.65,17.72,8.44,4.22,2.95,0.42,0.42,0.42,9.28,8.02,16.88,11.81,4.22,5.91,0.0,19.41,2.53,1.69,1.27,2.95,2.95,6.33,3.8,2.53,0.0,0.42,0.42,9.7,0.0,0.42,0.0,0.84,14.35,2.95,0.42,2.11,5.49,2.11,3.38,1.69,0.0,0.84,0.42,1.27,0.84,0.0,0.0,0.42,10.97,3.8,3.38,3.8,1.69,1.69,2.11,14.35,1.69,12.66,1.69,6.33,4.64,2.53,0.0,0.42,0.84,0.0,0.0,0.84,0.0,0.0,0.0,0.84,0.0,18.57,6.75,5.06,0.0,0.42,0.42,0.0,1.69,0.0,4.22,0.0,0.0
15,Bush - Speech116 - Edited.txt,0.22947045280122794,3909.0,897.0,15.672597864768683,13.0,8.0,192.0,0.0,3.0,208.0,281.0,23.0,157.0,16.0,413.0,13.0,385.0,201.0,8.0,8.0,95.0,401.0,128.0,8.0,130.0,6.0,7.0,431.0,34.0,284.0,5.0,2.0,24.0,154.0,14.0,297.0,52.0,114.0,63.0,266.0,102.0,20.0,26.0,22.0,3.0,0.0,0.0,0.0,1,3724,39.93,49.68,61.97,62.43,13.21,15.68,92.21,59.99,18.05,10.58,6.26,1.72,1.32,0.51,0.78,7.47,7.38,13.37,11.98,6.53,6.71,2.01,23.28,3.2,1.56,1.45,0.51,2.34,5.24,3.54,1.61,0.16,0.3,0.24,8.83,0.03,0.08,0.05,0.67,14.39,3.73,1.58,2.42,3.03,1.48,3.68,2.47,1.15,0.73,0.51,0.46,0.19,0.11,0.0,0.19,9.91,2.31,2.04,3.76,1.93,0.81,2.95,15.87,2.36,12.08,2.77,6.69,3.03,4.11,0.27,0.21,1.58,0.03,0.05,0.97,0.0,0.05,0.51,0.4,0.03,19.12,7.14,5.59,0.16,0.13,0.59,0.0,0.64,0.16,4.7,0.0,0.0,1,3724,39.93,49.68,61.97,62.43,13.21,15.68,92.21,59.99,18.05,10.58,6.26,1.72,1.32,0.51,0.78,7.47,7.38,13.37,11.98,6.53,6.71,2.01,23.28,3.2,1.56,1.45,0.51,2.34,5.24,3.54,1.61,0.16,0.3,0.24,8.83,0.03,0.08,0.05,0.67,14.39,3.73,1.58,2.42,3.03,1.48,3.68,2.47,1.15,0.73,0.51,0.46,0.19,0.11,0.0,0.19,9.91,2.31,2.04,3.76,1.93,0.81,2.95,15.87,2.36,12.08,2.77,6.69,3.03,4.11,0.27,0.21,1.58,0.03,0.05,0.97,0.0,0.05,0.51,0.4,0.03,19.12,7.14,5.59,0.16,0.13,0.59,0.0,0.64,0.16,4.7,0.0,0.0
16,Bush - Speech119 - Edited.txt,0.21507556210836712,5426.0,1167.0,17.209631728045327,20.0,12.0,204.0,10.0,10.0,296.0,352.0,31.0,235.0,55.0,577.0,12.0,600.0,274.0,16.0,4.0,120.0,584.0,221.0,14.0,194.0,1.0,13.0,566.0,49.0,342.0,10.0,0.0,31.0,182.0,16.0,326.0,67.0,127.0,122.0,317.0,192.0,30.0,42.0,27.0,10.0,0.0,0.0,0.0,1,5109,47.84,59.67,58.4,59.11,14.43,16.81,90.9,58.74,17.91,9.69,4.85,2.66,1.19,0.18,0.8,8.22,7.57,14.35,11.45,5.25,6.91,2.11,21.22,3.09,1.43,1.62,1.55,2.54,4.42,3.05,1.29,0.18,0.31,0.31,9.34,0.04,0.0,0.02,0.27,13.09,3.39,1.43,1.96,3.01,1.43,3.72,2.07,1.08,0.55,0.45,0.55,0.14,0.33,0.06,0.08,11.08,3.33,2.11,3.7,2.27,0.63,3.09,15.03,1.72,12.45,2.21,7.16,3.41,4.35,0.22,0.35,1.45,0.02,0.0,0.84,0.06,0.02,0.35,0.39,0.0,19.55,6.81,5.91,0.02,0.1,0.23,0.0,0.65,0.39,5.13,0.0,0.31,1,5109,47.84,59.67,58.4,59.11,14.43,16.81,90.9,58.74,17.91,9.69,4.85,2.66,1.19,0.18,0.8,8.22,7.57,14.35,11.45,5.25,6.91,2.11,21.22,3.09,1.43,1.62,1.55,2.54,4.42,3.05,1.29,0.18,0.31,0.31,9.34,0.04,0.0,0.02,0.27,13.09,3.39,1.43,1.96,3.01,1.43,3.72,2.07,1.08,0.55,0.45,0.55,0.14,0.33,0.06,0.08,11.08,3.33,2.11,3.7,2.27,0.63,3.09,15.03,1.72,12.45,2.21,7.16,3.41,4.35,0.22,0.35,1.45,0.02,0.0,0.84,0.06,0.02,0.35,0.39,0.0,19.55,6.81,5.91,0.02,0.1,0.23,0.0,0.65,0.39,5.13,0.0,0.31
17,Bush - Speech13 - Edited.txt,0.2483204777307788,4019.0,998.0,18.14516129032258,19.0,7.0,140.0,0.0,6.0,228.0,248.0,64.0,212.0,22.0,352.0,28.0,419.0,215.0,11.0,2.0,96.0,395.0,153.0,19.0,157.0,2.0,6.0,418.0,50.0,270.0,2.0,3.0,24.0,120.0,12.0,255.0,105.0,70.0,99.0,222.0,131.0,21.0,36.0,17.0,6.0,0.0,1.0,3.0,1,3790,35.86,74.37,42.18,53.55,15.28,17.12,88.58,58.6,18.39,10.74,4.27,2.66,1.35,1.35,1.11,7.65,6.25,12.93,11.82,4.78,7.81,2.4,21.03,3.03,1.56,1.66,0.92,1.93,4.85,3.11,1.64,0.18,0.42,0.29,12.9,0.08,0.11,0.32,1.21,13.54,3.35,1.61,2.43,2.66,1.45,3.69,2.59,1.06,1.06,0.42,0.71,0.11,0.4,0.05,0.13,9.26,3.75,1.69,2.72,1.27,0.84,4.38,13.85,1.82,12.27,2.74,7.02,3.35,2.19,0.32,0.11,0.26,0.05,0.08,0.69,0.0,0.0,0.37,0.32,0.0,19.45,6.39,6.12,0.13,0.53,0.29,0.0,1.35,0.32,4.27,0.0,0.05,1,3790,35.86,74.37,42.18,53.55,15.28,17.12,88.58,58.6,18.39,10.74,4.27,2.66,1.35,1.35,1.11,7.65,6.25,12.93,11.82,4.78,7.81,2.4,21.03,3.03,1.56,1.66,0.92,1.93,4.85,3.11,1.64,0.18,0.42,0.29,12.9,0.08,0.11,0.32,1.21,13.54,3.35,1.61,2.43,2.66,1.45,3.69,2.59,1.06,1.06,0.42,0.71,0.11,0.4,0.05,0.13,9.26,3.75,1.69,2.72,1.27,0.84,4.38,13.85,1.82,12.27,2.74,7.02,3.35,2.19,0.32,0.11,0.26,0.05,0.08,0.69,0.0,0.0,0.37,0.32,0.0,19.45,6.39,6.12,0.13,0.53,0.29,0.0,1.35,0.32,4.27,0.0,0.05
18,Bush - Speech112 - Edited.txt,0.30231065468549423,1558.0,471.0,17.606060606060606,2.0,4.0,64.0,0.0,2.0,86.0,99.0,5.0,74.0,11.0,171.0,6.0,153.0,92.0,5.0,7.0,50.0,149.0,42.0,6.0,65.0,3.0,4.0,159.0,15.0,96.0,2.0,0.0,6.0,51.0,3.0,111.0,19.0,32.0,38.0,106.0,33.0,17.0,17.0,6.0,2.0,0.0,0.0,0.0,1,1467,42.15,67.84,58.07,84.62,14.82,16.77,92.43,59.37,18.61,10.57,5.18,3.82,0.75,0.2,0.61,8.04,7.91,13.02,12.47,5.32,6.88,1.36,22.97,4.64,1.57,1.91,0.82,2.32,6.07,4.64,1.3,0.27,0.48,0.2,9.61,0.0,0.0,0.0,0.2,12.95,3.54,1.3,1.3,3.0,2.04,3.0,2.66,1.7,0.27,0.61,0.68,0.27,0.27,0.0,0.14,13.91,4.7,2.93,5.45,3.14,0.41,3.89,15.54,3.41,12.0,2.18,7.29,3.0,3.89,0.14,0.2,0.82,0.07,0.0,0.68,0.0,0.0,0.34,0.2,0.0,19.22,6.75,5.86,0.0,0.07,0.14,0.0,0.48,0.27,5.52,0.0,0.14,1,1467,42.15,67.84,58.07,84.62,14.82,16.77,92.43,59.37,18.61,10.57,5.18,3.82,0.75,0.2,0.61,8.04,7.91,13.02,12.47,5.32,6.88,1.36,22.97,4.64,1.57,1.91,0.82,2.32,6.07,4.64,1.3,0.27,0.48,0.2,9.61,0.0,0.0,0.0,0.2,12.95,3.54,1.3,1.3,3.0,2.04,3.0,2.66,1.7,0.27,0.61,0.68,0.27,0.27,0.0,0.14,13.91,4.7,2.93,5.45,3.14,0.41,3.89,15.54,3.41,12.0,2.18,7.29,3.0,3.89,0.14,0.2,0.82,0.07,0.0,0.68,0.0,0.0,0.34,0.2,0.0,19.22,6.75,5.86,0.0,0.07,0.14,0.0,0.48,0.27,5.52,0.0,0.14
19,Bush - Speech25 - Edited.txt,0.1951332560834299,4315.0,842.0,19.23293172690763,18.0,16.0,195.0,0.0,4.0,216.0,249.0,70.0,198.0,29.0,451.0,30.0,448.0,185.0,9.0,3.0,103.0,405.0,151.0,10.0,141.0,8.0,5.0,479.0,38.0,312.0,3.0,3.0,26.0,142.0,6.0,270.0,103.0,98.0,106.0,255.0,129.0,20.0,37.0,38.0,4.0,0.0,5.0,0.0,1,4011,27.33,57.23,64.39,66.8,16.04,15.11,91.05,62.4,19.97,11.04,5.61,2.87,1.17,0.7,0.7,8.93,6.43,13.76,12.84,5.96,7.75,3.07,22.61,2.99,1.62,2.04,0.82,2.09,3.76,2.97,0.8,0.22,0.2,0.17,10.62,0.0,0.1,0.0,0.72,15.03,3.34,2.44,1.89,2.84,1.72,4.16,2.77,1.17,1.07,0.47,0.52,0.4,0.07,0.0,0.05,9.15,3.66,1.5,2.42,2.32,0.32,4.81,14.63,2.62,12.69,2.89,7.16,3.32,2.97,0.22,0.15,0.32,0.1,0.0,0.75,0.0,0.0,0.15,0.6,0.0,20.24,6.63,5.39,0.2,0.2,0.2,0.0,1.57,0.2,5.66,0.0,0.2,1,4011,27.33,57.23,64.39,66.8,16.04,15.11,91.05,62.4,19.97,11.04,5.61,2.87,1.17,0.7,0.7,8.93,6.43,13.76,12.84,5.96,7.75,3.07,22.61,2.99,1.62,2.04,0.82,2.09,3.76,2.97,0.8,0.22,0.2,0.17,10.62,0.0,0.1,0.0,0.72,15.03,3.34,2.44,1.89,2.84,1.72,4.16,2.77,1.17,1.07,0.47,0.52,0.4,0.07,0.0,0.05,9.15,3.66,1.5,2.42,2.32,0.32,4.81,14.63,2.62,12.69,2.89,7.16,3.32,2.97,0.22,0.15,0.32,0.1,0.0,0.75,0.0,0.0,0.15,0.6,0.0,20.24,6.63,5.39,0.2,0.2,0.2,0.0,1.57,0.2,5.66,0.0,0.2
20,Bush - Speech67 - Edited.txt,0.2588,2500.0,647.0,22.136,9.0,7.0,103.0,0.0,0.0,142.0,125.0,31.0,99.0,13.0,275.0,9.0,303.0,121.0,4.0,7.0,67.0,238.0,124.0,13.0,79.0,1.0,2.0,224.0,15.0,208.0,4.0,0.0,7.0,89.0,4.0,165.0,67.0,34.0,60.0,112.0,72.0,18.0,22.0,10.0,1.0,0.0,1.0,1.0,1,2415,46.21,39.22,66.04,74.37,18.72,17.85,90.31,60.54,17.02,8.36,5.3,1.12,0.87,0.79,0.29,8.65,7.66,13.83,11.35,5.96,6.71,2.73,20.21,2.86,1.74,1.66,0.66,2.69,4.8,3.64,1.04,0.33,0.41,0.12,7.95,0.0,0.12,0.0,0.87,17.47,4.8,2.19,2.53,3.77,2.03,4.64,3.15,0.99,1.16,0.7,0.25,0.0,0.17,0.0,0.08,7.25,1.7,1.49,3.19,1.12,0.75,3.89,13.42,1.74,12.05,1.74,6.92,3.56,1.78,0.04,0.17,0.12,0.08,0.25,0.95,0.0,0.17,0.41,0.37,0.0,15.98,5.71,5.88,0.0,0.08,0.12,0.0,1.53,0.0,2.61,0.0,0.04,1,2415,46.21,39.22,66.04,74.37,18.72,17.85,90.31,60.54,17.02,8.36,5.3,1.12,0.87,0.79,0.29,8.65,7.66,13.83,11.35,5.96,6.71,2.73,20.21,2.86,1.74,1.66,0.66,2.69,4.8,3.64,1.04,0.33,0.41,0.12,7.95,0.0,0.12,0.0,0.87,17.47,4.8,2.19,2.53,3.77,2.03,4.64,3.15,0.99,1.16,0.7,0.25,0.0,0.17,0.0,0.08,7.25,1.7,1.49,3.19,1.12,0.75,3.89,13.42,1.74,12.05,1.74,6.92,3.56,1.78,0.04,0.17,0.12,0.08,0.25,0.95,0.0,0.17,0.41,0.37,0.0,15.98,5.71,5.88,0.0,0.08,0.12,0.0,1.53,0.0,2.61,0.0,0.04
21,Bush - Speech10 - Edited.txt,0.35069699192956716,1363.0,478.0,19.68831168831169,9.0,1.0,61.0,0.0,0.0,73.0,77.0,17.0,71.0,4.0,127.0,4.0,165.0,76.0,2.0,0.0,31.0,135.0,57.0,9.0,54.0,0.0,2.0,122.0,10.0,81.0,1.0,2.0,11.0,63.0,4.0,101.0,23.0,26.0,27.0,72.0,39.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1,1326,61.83,60.71,47.25,87.69,17.22,20.06,88.24,59.43,15.46,9.28,4.22,2.26,0.75,0.75,1.28,6.18,6.49,16.67,10.41,4.37,7.62,2.04,17.8,3.62,2.11,1.66,0.38,2.26,5.28,4.45,0.83,0.23,0.38,0.0,10.26,0.0,0.08,0.0,0.98,13.8,3.09,1.43,2.11,2.49,1.66,4.3,2.79,1.51,0.68,0.6,0.53,0.0,0.23,0.0,0.3,9.35,4.15,1.51,2.56,1.06,0.45,2.26,13.27,1.51,11.84,2.26,7.47,2.41,2.11,0.23,0.23,0.0,0.08,0.08,0.6,0.0,0.0,0.3,0.23,0.0,15.38,5.58,5.51,0.23,0.23,0.38,0.0,1.43,0.0,1.89,0.0,0.15,1,1326,61.83,60.71,47.25,87.69,17.22,20.06,88.24,59.43,15.46,9.28,4.22,2.26,0.75,0.75,1.28,6.18,6.49,16.67,10.41,4.37,7.62,2.04,17.8,3.62,2.11,1.66,0.38,2.26,5.28,4.45,0.83,0.23,0.38,0.0,10.26,0.0,0.08,0.0,0.98,13.8,3.09,1.43,2.11,2.49,1.66,4.3,2.79,1.51,0.68,0.6,0.53,0.0,0.23,0.0,0.3,9.35,4.15,1.51,2.56,1.06,0.45,2.26,13.27,1.51,11.84,2.26,7.47,2.41,2.11,0.23,0.23,0.0,0.08,0.08,0.6,0.0,0.0,0.3,0.23,0.0,15.38,5.58,5.51,0.23,0.23,0.38,0.0,1.43,0.0,1.89,0.0,0.15
22,Bush - Speech61 - Edited.txt,0.21798365122615804,4404.0,960.0,17.84115523465704,17.0,12.0,204.0,1.0,0.0,256.0,277.0,58.0,201.0,20.0,447.0,22.0,448.0,175.0,14.0,2.0,84.0,420.0,154.0,9.0,152.0,1.0,11.0,501.0,31.0,375.0,8.0,1.0,25.0,141.0,9.0,297.0,129.0,94.0,91.0,261.0,121.0,18.0,57.0,31.0,0.0,0.0,0.0,0.0,1,4133,32.84,52.32,62.96,57.8,14.92,15.61,91.75,61.09,19.07,10.67,5.69,2.13,1.11,0.44,1.31,8.4,7.23,12.94,11.15,6.65,7.67,2.81,22.26,3.02,1.31,2.2,0.63,2.35,4.57,3.12,1.43,0.22,0.34,0.22,9.75,0.02,0.05,0.02,0.44,15.24,3.85,1.86,2.44,3.41,1.89,3.92,2.18,0.92,0.87,0.31,0.36,0.12,0.12,0.02,0.1,9.05,2.64,2.11,2.78,2.01,0.7,4.55,15.8,1.45,12.41,2.32,6.73,4.02,2.71,0.27,0.51,0.75,0.1,0.0,0.65,0.0,0.0,0.27,0.31,0.0,19.67,6.46,6.19,0.1,0.15,0.29,0.0,1.21,0.0,5.06,0.0,0.22,1,4133,32.84,52.32,62.96,57.8,14.92,15.61,91.75,61.09,19.07,10.67,5.69,2.13,1.11,0.44,1.31,8.4,7.23,12.94,11.15,6.65,7.67,2.81,22.26,3.02,1.31,2.2,0.63,2.35,4.57,3.12,1.43,0.22,0.34,0.22,9.75,0.02,0.05,0.02,0.44,15.24,3.85,1.86,2.44,3.41,1.89,3.92,2.18,0.92,0.87,0.31,0.36,0.12,0.12,0.02,0.1,9.05,2.64,2.11,2.78,2.01,0.7,4.55,15.8,1.45,12.41,2.32,6.73,4.02,2.71,0.27,0.51,0.75,0.1,0.0,0.65,0.0,0.0,0.27,0.31,0.0,19.67,6.46,6.19,0.1,0.15,0.29,0.0,1.21,0.0,5.06,0.0,0.22
23,Bush - Speech109 - Edited.txt,0.2655709342560554,2312.0,614.0,21.88135593220339,2.0,9.0,96.0,0.0,5.0,150.0,118.0,10.0,100.0,15.0,222.0,10.0,249.0,115.0,17.0,3.0,63.0,245.0,93.0,7.0,90.0,2.0,6.0,212.0,28.0,168.0,8.0,1.0,6.0,102.0,7.0,176.0,23.0,52.0,25.0,130.0,78.0,18.0,18.0,4.0,6.0,0.0,0.0,0.0,1,2205,47.14,71.01,40.13,76.82,18.69,17.69,89.84,59.37,17.46,9.21,3.72,3.9,0.73,0.18,0.68,8.25,6.8,14.6,11.79,5.71,6.58,1.81,20.68,3.58,2.59,1.13,0.86,2.31,4.85,3.81,1.04,0.14,0.45,0.05,9.98,0.0,0.23,0.0,0.23,13.88,2.95,1.5,2.49,3.27,1.41,3.49,2.18,0.82,0.95,0.32,0.18,0.09,0.05,0.05,0.05,10.43,4.67,2.04,2.4,1.54,0.91,1.95,15.28,2.09,12.02,2.31,8.12,1.72,3.27,0.18,0.18,2.09,0.5,0.14,0.95,0.05,0.0,0.45,0.32,0.0,17.64,5.35,6.8,0.09,0.18,0.05,0.0,0.5,0.45,4.17,0.0,0.05,1,2205,47.14,71.01,40.13,76.82,18.69,17.69,89.84,59.37,17.46,9.21,3.72,3.9,0.73,0.18,0.68,8.25,6.8,14.6,11.79,5.71,6.58,1.81,20.68,3.58,2.59,1.13,0.86,2.31,4.85,3.81,1.04,0.14,0.45,0.05,9.98,0.0,0.23,0.0,0.23,13.88,2.95,1.5,2.49,3.27,1.41,3.49,2.18,0.82,0.95,0.32,0.18,0.09,0.05,0.05,0.05,10.43,4.67,2.04,2.4,1.54,0.91,1.95,15.28,2.09,12.02,2.31,8.12,1.72,3.27,0.18,0.18,2.09,0.5,0.14,0.95,0.05,0.0,0.45,0.32,0.0,17.64,5.35,6.8,0.09,0.18,0.05,0.0,0.5,0.45,4.17,0.0,0.05
24,Bush - Speech16 - Edited.txt,0.2412689949346841,3751.0,905.0,19.9,23.0,8.0,112.0,0.0,4.0,214.0,210.0,79.0,194.0,20.0,388.0,30.0,407.0,184.0,20.0,2.0,66.0,418.0,158.0,6.0,121.0,0.0,12.0,348.0,38.0,279.0,7.0,2.0,23.0,112.0,4.0,190.0,135.0,70.0,72.0,154.0,123.0,16.0,38.0,27.0,4.0,0.0,3.0,1.0,1,3539,39.9,67.33,59.26,56.17,16.85,16.59,89.63,60.02,17.43,8.93,3.7,2.49,1.44,0.76,0.54,8.51,7.06,13.53,10.6,6.53,8.25,2.32,19.13,4.04,2.26,2.03,0.73,2.83,4.07,2.83,1.22,0.2,0.34,0.17,10.45,0.0,0.06,0.0,0.9,13.59,3.76,1.44,1.7,3.11,1.38,3.84,1.89,0.82,0.76,0.25,0.45,0.17,0.08,0.03,0.2,8.79,3.9,1.41,1.92,1.53,0.82,4.94,11.84,1.7,13.56,2.63,7.88,3.22,2.29,0.14,0.4,1.24,0.03,0.06,0.79,0.03,0.0,0.2,0.54,0.03,18.85,6.05,6.05,0.14,0.17,0.23,0.03,2.18,0.23,3.73,0.0,0.06,1,3539,39.9,67.33,59.26,56.17,16.85,16.59,89.63,60.02,17.43,8.93,3.7,2.49,1.44,0.76,0.54,8.51,7.06,13.53,10.6,6.53,8.25,2.32,19.13,4.04,2.26,2.03,0.73,2.83,4.07,2.83,1.22,0.2,0.34,0.17,10.45,0.0,0.06,0.0,0.9,13.59,3.76,1.44,1.7,3.11,1.38,3.84,1.89,0.82,0.76,0.25,0.45,0.17,0.08,0.03,0.2,8.79,3.9,1.41,1.92,1.53,0.82,4.94,11.84,1.7,13.56,2.63,7.88,3.22,2.29,0.14,0.4,1.24,0.03,0.06,0.79,0.03,0.0,0.2,0.54,0.03,18.85,6.05,6.05,0.14,0.17,0.23,0.03,2.18,0.23,3.73,0.0,0.06
25,Bush - Speech23 - Edited.txt,0.2372340425531915,2820.0,669.0,16.746031746031747,12.0,13.0,121.0,0.0,0.0,149.0,189.0,48.0,130.0,13.0,302.0,23.0,270.0,139.0,8.0,5.0,75.0,281.0,87.0,2.0,80.0,5.0,5.0,314.0,29.0,205.0,4.0,0.0,25.0,88.0,9.0,183.0,60.0,63.0,53.0,168.0,87.0,13.0,37.0,16.0,0.0,0.0,0.0,0.0,1,2625,21.17,34.3,64.56,55.96,13.67,14.9,91.89,63.09,20.3,11.12,6.82,2.29,1.22,0.34,0.46,9.18,6.25,12.61,13.56,5.37,7.28,4.5,22.78,3.35,1.87,2.25,0.69,2.74,5.03,3.28,1.68,0.3,0.99,0.11,9.3,0.0,0.04,0.0,0.42,16.27,2.59,1.94,2.13,3.43,2.29,5.49,3.12,1.68,1.03,0.42,0.34,0.08,0.23,0.04,0.04,9.22,2.9,1.75,3.43,2.17,0.42,4.42,16.15,1.94,10.82,1.83,6.67,2.63,2.32,0.27,0.15,0.19,0.11,0.04,1.07,0.04,0.04,0.53,0.42,0.04,21.56,7.16,5.68,0.23,0.23,0.34,0.0,1.64,0.0,6.13,0.0,0.15,1,2625,21.17,34.3,64.56,55.96,13.67,14.9,91.89,63.09,20.3,11.12,6.82,2.29,1.22,0.34,0.46,9.18,6.25,12.61,13.56,5.37,7.28,4.5,22.78,3.35,1.87,2.25,0.69,2.74,5.03,3.28,1.68,0.3,0.99,0.11,9.3,0.0,0.04,0.0,0.42,16.27,2.59,1.94,2.13,3.43,2.29,5.49,3.12,1.68,1.03,0.42,0.34,0.08,0.23,0.04,0.04,9.22,2.9,1.75,3.43,2.17,0.42,4.42,16.15,1.94,10.82,1.83,6.67,2.63,2.32,0.27,0.15,0.19,0.11,0.04,1.07,0.04,0.04,0.53,0.42,0.04,21.56,7.16,5.68,0.23,0.23,0.34,0.0,1.64,0.0,6.13,0.0,0.15
